"subject","L1","current_exposure_L2","ccurrent_exposure_L2","switch_noswitch","WordType","switch_word_len","cswitch_word_len","trial","ctrial","FPGD_switch","lFPGD_switch","TRT_switch","lTRT_switch","FPGD_target","lFPGD_target","TRT_target","lTRT_target","item","switch_word","target_word","aoa","caoa"
1,"English",40,0.477242119,"Nonswitch","Noncognate",5,-0.722162802,35,-0.854988248,NA,NA,NA,NA,239,5.476463552,455,6.120297419,87,"store","clouds",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",6,-0.355183841,96,0.499915092,206,5.327876169,206,5.327876169,211,5.351858133,211,5.351858133,103,"matter","flashlight",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",5,-0.722162802,155,1.810395371,196,5.278114659,570,6.345636361,214,5.365976015,214,5.365976015,104,"tenté","potatoes",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",7,0.011795119,5,-1.521334153,225,5.416100402,754,6.625392368,207,5.332718793,207,5.332718793,90,"manière","French",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",10,1.112731999,49,-0.544026826,219,5.38907173,219,5.38907173,368,5.908082938,685,6.529418838,81,"historical","mission",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",7,0.011795119,89,0.344434381,203,5.313205979,203,5.313205979,191,5.252273428,191,5.252273428,92,"magasin","blanket",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,7,-1.476911092,NA,NA,NA,NA,186,5.225746674,420,6.040254711,86,"année","province",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,85,0.25558826,317,5.758901774,317,5.758901774,187,5.231108617,187,5.231108617,98,"monde","divorce",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",7,0.011795119,116,0.944145695,226,5.420534999,588,6.376726948,202,5.308267697,357,5.877735782,96,"écrites","lamb",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",6,-0.355183841,149,1.67712619,NA,NA,NA,NA,346,5.846438775,346,5.846438775,80,"livres","religion",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",9,0.745753039,60,-0.299699994,825,6.715383386,1625,7.393263095,208,5.33753808,208,5.33753808,105,"merciless","dragon",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,79,0.122319079,279,5.631211782,279,5.631211782,210,5.347107531,210,5.347107531,91,"land","prince",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",11,1.47971096,121,1.055203346,313,5.746203191,510,6.234410726,283,5.645446898,283,5.645446898,102,"aventureuse","bikini",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",3,-1.456120722,32,-0.921622838,NA,NA,NA,NA,239,5.476463552,239,5.476463552,97,"sun","glacier",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,140,1.477222419,NA,NA,NA,NA,246,5.505331536,246,5.505331536,89,"were","jungle",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",9,0.745753039,20,-1.1881612,693,6.541029999,693,6.541029999,NA,NA,192,5.257495372,94,"inattendu","scream",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,24,-1.09931508,389,5.963579344,389,5.963579344,NA,NA,972,6.879355804,82,"femme","potion",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,84,0.23337673,NA,NA,NA,NA,265,5.579729826,265,5.579729826,85,"kill","radio",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",5,-0.722162802,158,1.877029962,139,4.934473933,139,4.934473933,191,5.252273428,191,5.252273428,83,"years","muscles",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",9,0.745753039,30,-0.966045899,397,5.983936281,397,5.983936281,469,6.150602768,676,6.516193076,88,"personnes","castle",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",6,-0.355183841,78,0.100107549,NA,NA,NA,NA,177,5.176149733,316,5.755742214,89,"friend","bubble",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",13,2.21366888,144,1.56606854,408,6.011267174,589,6.378426184,268,5.590986981,268,5.590986981,80,"photographies","mountain",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",4,-1.089141762,27,-1.032680489,273,5.609471795,273,5.609471795,NA,NA,270,5.598421959,83,"done","players",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",5,-0.722162802,70,-0.077584692,NA,NA,NA,NA,282,5.641907071,282,5.641907071,86,"année","mushroom",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",6,-0.355183841,104,0.677607333,206,5.327876169,206,5.327876169,241,5.484796933,241,5.484796933,105,"ruined","sandal",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,39,-0.766142127,NA,NA,NA,NA,408,6.011267174,408,6.011267174,87,"look","fruits",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",9,0.745753039,139,1.455010889,205,5.323009979,586,6.37331979,452,6.11368218,452,6.11368218,104,"différent","oranges",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",6,-0.355183841,25,-1.07710355,1322,7.18690102,1322,7.18690102,392,5.97126184,392,5.97126184,88,"étudié","statue",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,13,-1.343641912,285,5.65248918,285,5.65248918,221,5.398162702,221,5.398162702,94,"temps","secret",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",10,1.112731999,88,0.322222851,285,5.65248918,285,5.65248918,234,5.455321115,234,5.455321115,97,"historical","mammoth",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",6,-0.355183841,67,-0.144219283,NA,NA,NA,NA,216,5.375278408,216,5.375278408,93,"forest","reptile",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",9,0.745753039,160,1.921453022,201,5.303304908,201,5.303304908,224,5.411646052,224,5.411646052,79,"extremely","missile",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",8,0.378774079,156,1.832606901,248,5.513428746,248,5.513428746,195,5.272999559,195,5.272999559,98,"décision","wedding",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",11,1.47971096,146,1.6104916,200,5.298317367,200,5.298317367,285,5.65248918,285,5.65248918,79,"uncertainty","witness",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",9,0.745753039,21,-1.16594967,574,6.352629396,574,6.352629396,207,5.332718793,207,5.332718793,100,"priorités","empire",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,111,0.833088044,NA,NA,NA,NA,226,5.420534999,226,5.420534999,99,"good","guide",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",8,0.378774079,98,0.544338152,430,6.063785209,430,6.063785209,218,5.384495063,218,5.384495063,75,"valuable","altar",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",11,1.47971096,54,-0.432969175,1731,7.456454555,1731,7.456454555,218,5.384495063,218,5.384495063,90,"dommageable","police",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",3,-1.456120722,23,-1.12152661,212,5.356586275,212,5.356586275,235,5.459585514,235,5.459585514,76,"feu","prison",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",6,-0.355183841,86,0.27779979,168,5.123963979,281,5.638354669,NA,NA,NA,NA,96,"prises","lion",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",6,-0.355183841,95,0.477703562,211,5.351858133,211,5.351858133,218,5.384495063,218,5.384495063,93,"window","rainbow",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",12,1.84668992,43,-0.677296007,342,5.834810737,342,5.834810737,199,5.293304825,199,5.293304825,85,"dinner party","phone",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",4,-1.089141762,133,1.321741708,121,4.795790546,121,4.795790546,273,5.609471795,273,5.609471795,81,"side","package",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",5,-0.722162802,69,-0.099796223,209,5.342334252,209,5.342334252,NA,NA,NA,NA,77,"funds","machines",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",5,-0.722162802,87,0.30001132,NA,NA,NA,NA,182,5.204006687,182,5.204006687,82,"homme","pencil",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",11,1.47971096,41,-0.721719067,275,5.616771098,275,5.616771098,250,5.521460918,250,5.521460918,103,"interesting","microscope",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,36,-0.832776718,547,6.304448802,1436,7.26961675,242,5.488937726,525,6.263398263,84,"conçu","village",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",6,-0.355183841,19,-1.210372731,194,5.267858159,400,5.991464547,270,5.598421959,270,5.598421959,92,"maison","costume",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",9,0.745753039,38,-0.788353657,214,5.365976015,554,6.317164687,253,5.533389489,379,5.937536205,76,"dangereux","bridge",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,107,0.744241924,NA,NA,NA,NA,NA,NA,NA,NA,101,"good","bible",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",10,1.112731999,18,-1.232584261,208,5.33753808,758,6.630683386,262,5.568344504,799,6.683360946,100,"bien connu","prayer",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",9,0.745753039,131,1.277318647,253,5.533389489,253,5.533389489,198,5.288267031,198,5.288267031,78,"révisions","essay",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",9,0.745753039,164,2.010299143,NA,NA,NA,NA,213,5.361292166,213,5.361292166,91,"respected","bishop",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",7,0.011795119,11,-1.388064972,298,5.697093487,298,5.697093487,446,6.100318952,446,6.100318952,95,"project","pollen",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",7,0.011795119,151,1.721549251,246,5.505331536,246,5.505331536,194,5.267858159,194,5.267858159,95,"thought","garlic",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",12,1.84668992,74,0.011261428,279,5.631211782,651,6.478509642,211,5.351858133,516,6.246106765,102,"anniversaire","diaper",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Cognate",6,-0.355183841,17,-1.254795791,210,5.347107531,210,5.347107531,230,5.438079309,230,5.438079309,75,"people","piano",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Noncognate",9,0.745753039,112,0.855299574,228,5.429345629,228,5.429345629,185,5.220355825,185,5.220355825,106,"populaire","girlfriend",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",4,-1.089141762,100,0.588761212,NA,NA,NA,NA,NA,NA,NA,NA,99,"good","queen",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",10,1.112731999,12,-1.365853442,498,6.210600077,498,6.210600077,202,5.308267697,202,5.308267697,106,"des années","restaurant",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",3,-1.456120722,34,-0.877199778,NA,NA,NA,NA,197,5.283203729,197,5.283203729,77,"was","chapters",14,1.73238952590455
1,"English",40,0.477242119,"Nonswitch","Noncognate",4,-1.089141762,64,-0.210853873,NA,NA,NA,NA,202,5.308267697,202,5.308267697,101,"good","sword",14,1.73238952590455
1,"English",40,0.477242119,"Switch","Cognate",15,2.9476268,163,1.988087613,701,6.552507887,1029,6.936342736,185,5.220355825,185,5.220355825,78,"perfectionniste","photo",14,1.73238952590455
2,"English",5,-1.230326834,"Switch","Cognate",5,-0.722162802,153,1.765972311,180,5.192956851,180,5.192956851,228,5.429345629,228,5.429345629,93,"forêt","reptile",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",5,-0.722162802,0,-1.632391804,218,5.384495063,564,6.335054251,500,6.214608098,500,6.214608098,77,"fonds","machines",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",10,1.112731999,9,-1.432488032,252,5.529429088,252,5.529429088,346,5.846438775,346,5.846438775,100,"well-known","prayer",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",11,1.47971096,108,0.766453454,333,5.80814249,333,5.80814249,223,5.407171771,223,5.407171771,79,"extrêmement","missile",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",11,1.47971096,104,0.677607333,423,6.047372179,423,6.047372179,414,6.025865974,414,6.025865974,102,"adventurous","bikini",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",6,-0.355183841,146,1.6104916,192,5.257495372,192,5.257495372,263,5.572154032,263,5.572154032,95,"projet","pollen",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",4,-1.089141762,42,-0.699507537,247,5.509388337,247,5.509388337,NA,NA,155,5.043425117,94,"time","secret",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",5,-0.722162802,34,-0.877199778,213,5.361292166,213,5.361292166,248,5.513428746,248,5.513428746,77,"était","chapters",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",3,-1.456120722,59,-0.321911524,176,5.170483995,176,5.170483995,204,5.318119994,204,5.318119994,90,"way","French",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",4,-1.089141762,147,1.63270313,NA,NA,NA,NA,219,5.38907173,219,5.38907173,86,"year","mushroom",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",11,1.47971096,93,0.433280501,472,6.156978986,472,6.156978986,236,5.463831805,236,5.463831805,103,"intéressant","microscope",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",4,-1.089141762,167,2.076933733,211,5.351858133,211,5.351858133,192,5.257495372,192,5.257495372,83,"fait","players",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",10,1.112731999,129,1.232895587,191,5.252273428,191,5.252273428,199,5.293304825,199,5.293304825,81,"historique","mission",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",5,-0.722162802,13,-1.343641912,479,6.171700597,479,6.171700597,289,5.666426688,289,5.666426688,99,"bonne","queen",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",6,-0.355183841,135,1.366164768,149,5.003946306,381,5.942799375,167,5.117993812,383,5.948034989,85,"souper","phone",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",7,0.011795119,36,-0.832776718,326,5.786897381,326,5.786897381,209,5.342334252,468,6.148468296,87,"magasin","clouds",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",5,-0.722162802,63,-0.233065403,255,5.541263545,255,5.541263545,285,5.65248918,285,5.65248918,99,"bonne","guide",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",13,2.21366888,123,1.099626406,256,5.545177444,473,6.159095388,167,5.117993812,167,5.117993812,78,"perfectionist","photo",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",15,2.9476268,117,0.966357225,665,6.499787041,665,6.499787041,274,5.613128106,274,5.613128106,75,"de grand valeur","altar",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",6,-0.355183841,98,0.544338152,283,5.645446898,498,6.210600077,234,5.455321115,234,5.455321115,87,"regard","fruits",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",6,-0.355183841,75,0.033472958,169,5.129898715,169,5.129898715,330,5.799092654,330,5.799092654,97,"soleil","glacier",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",9,0.745753039,88,0.322222851,225,5.416100402,225,5.416100402,260,5.560681631,260,5.560681631,104,"different","oranges",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",4,-1.089141762,15,-1.299218851,422,6.045005314,422,6.045005314,181,5.198497031,181,5.198497031,81,"côté","package",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",7,0.011795119,33,-0.899411308,302,5.710427017,302,5.710427017,370,5.913503006,370,5.913503006,84,"planned","evening",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",8,0.378774079,127,1.188472527,334,5.811140993,334,5.811140993,214,5.365976015,214,5.365976015,90,"damaging","police",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",4,-1.089141762,145,1.58828007,272,5.605802066,272,5.605802066,270,5.598421959,416,6.03068526,86,"year","province",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",5,-0.722162802,27,-1.032680489,196,5.278114659,196,5.278114659,183,5.209486153,183,5.209486153,106,"years","restaurant",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",7,0.011795119,53,-0.455180705,272,5.605802066,272,5.605802066,260,5.560681631,260,5.560681631,103,"matière","flashlight",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",7,0.011795119,29,-0.988257429,164,5.099866428,164,5.099866428,235,5.459585514,235,5.459585514,89,"étaient","jungle",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",11,1.47971096,18,-1.232584261,344,5.840641657,344,5.840641657,268,5.590986981,268,5.590986981,80,"photographs","mountain",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",7,0.011795119,83,0.2111652,193,5.262690189,193,5.262690189,172,5.147494477,172,5.147494477,96,"written","lamb",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",6,-0.355183841,137,1.410587828,183,5.209486153,183,5.209486153,286,5.655991811,286,5.655991811,88,"people","castle",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",9,0.745753039,39,-0.766142127,345,5.843544417,345,5.843544417,243,5.493061443,243,5.493061443,76,"dangerous","bridge",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",9,0.745753039,6,-1.499122623,301,5.707110265,690,6.536691598,177,5.176149733,376,5.929589143,104,"attempted","potatoes",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",11,1.47971096,164,2.010299143,480,6.173786104,2129,7.663407665,241,5.484796933,455,6.120297419,105,"impitoyable","dragon",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",7,0.011795119,44,-0.655084477,410,6.01615716,410,6.01615716,298,5.697093487,298,5.697093487,88,"studied","statue",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",7,0.011795119,106,0.722030393,213,5.361292166,213,5.361292166,317,5.758901774,317,5.758901774,106,"popular","girlfriend",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",7,0.011795119,107,0.744241924,272,5.605802066,272,5.605802066,160,5.075173815,160,5.075173815,95,"pensait","garlic",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",5,-0.722162802,161,1.943664552,241,5.484796933,241,5.484796933,204,5.318119994,204,5.318119994,105,"ruiné","sandal",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",8,0.378774079,84,0.23337673,192,5.257495372,192,5.257495372,320,5.768320996,320,5.768320996,102,"birthday","diaper",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",6,-0.355183841,148,1.65491466,366,5.902633333,366,5.902633333,314,5.749392986,314,5.749392986,83,"années","muscles",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",5,-0.722162802,105,0.699818863,166,5.111987788,166,5.111987788,192,5.257495372,192,5.257495372,101,"bonne","bible",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",5,-0.722162802,115,0.921934165,NA,NA,NA,NA,186,5.225746674,186,5.225746674,91,"terre","prince",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",9,0.745753039,21,-1.16594967,210,5.347107531,210,5.347107531,328,5.793013608,328,5.793013608,78,"revisions","essay",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",5,-0.722162802,24,-1.09931508,215,5.370638028,215,5.370638028,183,5.209486153,183,5.209486153,101,"bonne","sword",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",7,0.011795119,55,-0.410757645,317,5.758901774,317,5.758901774,211,5.351858133,211,5.351858133,93,"fenêtre","rainbow",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",5,-0.722162802,120,1.032991816,NA,NA,NA,NA,274,5.613128106,452,6.11368218,82,"woman","potion",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",3,-1.456120722,159,1.899241492,182,5.204006687,182,5.204006687,224,5.411646052,224,5.411646052,89,"ami","bubble",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",5,-0.722162802,97,0.522126622,328,5.793013608,328,5.793013608,NA,NA,NA,NA,96,"taken","lion",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",4,-1.089141762,155,1.810395371,246,5.505331536,246,5.505331536,NA,NA,NA,NA,85,"tuer","radio",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Cognate",9,0.745753039,12,-1.365853442,289,5.666426688,445,6.098074282,190,5.247024072,190,5.247024072,75,"personnes","piano",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",4,-1.089141762,150,1.699337721,NA,NA,NA,NA,200,5.298317367,200,5.298317367,76,"fire","prison",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",8,0.378774079,20,-1.1881612,244,5.497168225,244,5.497168225,167,5.117993812,510,6.234410726,84,"designed","village",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",10,1.112731999,128,1.210684057,247,5.509388337,247,5.509388337,183,5.209486153,183,5.209486153,94,"unexpected","scream",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",8,0.378774079,73,-0.010950102,267,5.587248658,267,5.587248658,289,5.666426688,289,5.666426688,91,"respecté","bishop",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",8,0.378774079,103,0.655395803,411,6.018593214,732,6.595780514,409,6.013715156,409,6.013715156,98,"decision","wedding",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",3,-1.456120722,130,1.255107117,207,5.332718793,207,5.332718793,251,5.525452939,251,5.525452939,82,"man","pencil",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",5,-0.722162802,71,-0.055373162,201,5.303304908,329,5.796057751,350,5.857933154,350,5.857933154,80,"books","religion",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",11,1.47971096,69,-0.099796223,270,5.598421959,619,6.428105273,181,5.198497031,181,5.198497031,79,"incertitude","witness",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",5,-0.722162802,126,1.166260997,NA,NA,NA,NA,277,5.624017506,277,5.624017506,98,"world","divorce",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Noncognate",5,-0.722162802,23,-1.12152661,199,5.293304825,199,5.293304825,299,5.700443573,299,5.700443573,92,"store","blanket",6,-0.316129475530028
2,"English",5,-1.230326834,"Switch","Noncognate",10,1.112731999,140,1.477222419,363,5.894402834,363,5.894402834,228,5.429345629,228,5.429345629,97,"historique","mammoth",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",5,-0.722162802,171,2.165779854,141,4.94875989,141,4.94875989,305,5.720311777,305,5.720311777,92,"house","costume",6,-0.316129475530028
2,"English",5,-1.230326834,"Nonswitch","Cognate",10,1.112731999,61,-0.277488464,519,6.251903883,519,6.251903883,264,5.575949103,264,5.575949103,100,"priorities","empire",6,-0.316129475530028
3,"English",50,0.965118962,"Switch","Cognate",6,-0.355183841,65,-0.188642343,159,5.068904202,1376,7.226936018,351,5.860786223,672,6.510258341,92,"maison","costume",8,0.196000274828617
3,"English",50,0.965118962,"Switch","Noncognate",9,0.745753039,108,0.766453454,419,6.03787092,419,6.03787092,494,6.202535517,629,6.444131257,76,"dangereux","bridge",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Noncognate",9,0.745753039,60,-0.299699994,155,5.043425117,155,5.043425117,154,5.036952602,154,5.036952602,91,"respected","bishop",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Cognate",4,-1.089141762,3,-1.565757213,170,5.135798437,170,5.135798437,137,4.919980926,137,4.919980926,85,"kill","radio",8,0.196000274828617
3,"English",50,0.965118962,"Switch","Noncognate",12,1.84668992,23,-1.12152661,209,5.342334252,1125,7.025538315,421,6.042632834,421,6.042632834,102,"anniversaire","diaper",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Cognate",5,-0.722162802,58,-0.344123054,295,5.686975356,295,5.686975356,433,6.070737728,433,6.070737728,77,"funds","machines",8,0.196000274828617
3,"English",50,0.965118962,"Switch","Cognate",10,1.112731999,115,0.921934165,988,6.895682698,1321,7.186144305,442,6.091309882,442,6.091309882,106,"des années","restaurant",8,0.196000274828617
3,"English",50,0.965118962,"Switch","Cognate",6,-0.355183841,81,0.166742139,176,5.170483995,908,6.811244379,NA,NA,NA,NA,96,"prises","lion",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Cognate",7,0.011795119,130,1.255107117,313,5.746203191,313,5.746203191,188,5.236441963,188,5.236441963,95,"project","pollen",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Noncognate",3,-1.456120722,54,-0.432969175,NA,NA,NA,NA,416,6.03068526,416,6.03068526,77,"was","chapters",8,0.196000274828617
3,"English",50,0.965118962,"Switch","Noncognate",5,-0.722162802,120,1.032991816,202,5.308267697,1995,7.598399329,330,5.799092654,873,6.771935556,104,"tenté","potatoes",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Noncognate",11,1.47971096,33,-0.899411308,479,6.171700597,479,6.171700597,848,6.742880636,848,6.742880636,79,"uncertainty","witness",8,0.196000274828617
3,"English",50,0.965118962,"Switch","Cognate",11,1.47971096,110,0.810876514,180,5.192956851,783,6.663132696,315,5.752572639,552,6.313548046,102,"aventureuse","bikini",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Cognate",9,0.745753039,94,0.455492032,575,6.354370041,896,6.797940413,284,5.648974238,1424,7.261225092,79,"extremely","missile",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Cognate",5,-0.722162802,105,0.699818863,NA,NA,NA,NA,300,5.703782475,300,5.703782475,83,"years","muscles",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Noncognate",6,-0.355183841,118,0.988568755,166,5.111987788,166,5.111987788,148,4.997212274,148,4.997212274,93,"window","rainbow",8,0.196000274828617
3,"English",50,0.965118962,"Switch","Noncognate",9,0.745753039,16,-1.277007321,418,6.035481433,664,6.498282149,264,5.575949103,264,5.575949103,88,"personnes","castle",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Cognate",10,1.112731999,0,-1.632391804,207,5.332718793,207,5.332718793,359,5.883322388,359,5.883322388,81,"historical","mission",8,0.196000274828617
3,"English",50,0.965118962,"Switch","Cognate",3,-1.456120722,32,-0.921622838,183,5.209486153,183,5.209486153,294,5.683579767,294,5.683579767,76,"feu","prison",8,0.196000274828617
3,"English",50,0.965118962,"Nonswitch","Noncognate",6,-0.355183841,96,0.499915092,159,5.068904202,159,5.068904202,262,5.568344504,262,5.568344504,89,"friend","bubble",8,0.196000274828617
