"subject","L1","current_exposure_L2","ccurrent_exposure_L2","switch_noswitch","WordType","switch_word_len","cswitch_word_len","trial","ctrial","FPGD_switch","lFPGD_switch","TRT_switch","lTRT_switch","FPGD_target","lFPGD_target","TRT_target","lTRT_target","item","switch_word","target_word","aoa","caoa"
1,"English",40,0.477242119,"Nonswitch","Noncognate",5,-0.722162802,35,-0.854988248,NA,NA,NA,NA,239,5.476463552,455,6.120297419,87,"store","clouds",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",6,-0.355183841,96,0.499915092,206,5.327876169,206,5.327876169,211,5.351858133,211,5.351858133,103,"matter","flashlight",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",5,-0.722162802,155,1.810395371,196,5.278114659,570,6.345636361,214,5.365976015,214,5.365976015,104,"tenté","potatoes",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",7,0.011795119,5,-1.521334153,225,5.416100402,754,6.625392368,207,5.332718793,207,5.332718793,90,"manière","French",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",10,1.112731999,49,-0.544026826,219,5.38907173,219,5.38907173,368,5.908082938,685,6.529418838,81,"historical","mission",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",7,0.011795119,89,0.344434381,203,5.313205979,203,5.313205979,191,5.252273428,191,5.252273428,92,"magasin","blanket",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,7,-1.476911092,NA,NA,NA,NA,186,5.225746674,420,6.040254711,86,"année","province",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,85,0.25558826,317,5.758901774,317,5.758901774,187,5.231108617,187,5.231108617,98,"monde","divorce",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",7,0.011795119,116,0.944145695,226,5.420534999,588,6.376726948,202,5.308267697,357,5.877735782,96,"écrites","lamb",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",6,-0.355183841,149,1.67712619,NA,NA,NA,NA,346,5.846438775,346,5.846438775,80,"livres","religion",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",9,0.745753039,60,-0.299699994,825,6.715383386,1625,7.393263095,208,5.33753808,208,5.33753808,105,"merciless","dragon",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,79,0.122319079,279,5.631211782,279,5.631211782,210,5.347107531,210,5.347107531,91,"land","prince",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",11,1.47971096,121,1.055203346,313,5.746203191,510,6.234410726,283,5.645446898,283,5.645446898,102,"aventureuse","bikini",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",3,-1.456120722,32,-0.921622838,NA,NA,NA,NA,239,5.476463552,239,5.476463552,97,"sun","glacier",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,140,1.477222419,NA,NA,NA,NA,246,5.505331536,246,5.505331536,89,"were","jungle",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",9,0.745753039,20,-1.1881612,693,6.541029999,693,6.541029999,NA,NA,192,5.257495372,94,"inattendu","scream",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,24,-1.09931508,389,5.963579344,389,5.963579344,NA,NA,972,6.879355804,82,"femme","potion",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,84,0.23337673,NA,NA,NA,NA,265,5.579729826,265,5.579729826,85,"kill","radio",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",5,-0.722162802,158,1.877029962,139,4.934473933,139,4.934473933,191,5.252273428,191,5.252273428,83,"years","muscles",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",9,0.745753039,30,-0.966045899,397,5.983936281,397,5.983936281,469,6.150602768,676,6.516193076,88,"personnes","castle",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",6,-0.355183841,78,0.100107549,NA,NA,NA,NA,177,5.176149733,316,5.755742214,89,"friend","bubble",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",13,2.21366888,144,1.56606854,408,6.011267174,589,6.378426184,268,5.590986981,268,5.590986981,80,"photographies","mountain",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",4,-1.089141762,27,-1.032680489,273,5.609471795,273,5.609471795,NA,NA,270,5.598421959,83,"done","players",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",5,-0.722162802,70,-0.077584692,NA,NA,NA,NA,282,5.641907071,282,5.641907071,86,"année","mushroom",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",6,-0.355183841,104,0.677607333,206,5.327876169,206,5.327876169,241,5.484796933,241,5.484796933,105,"ruined","sandal",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,39,-0.766142127,NA,NA,NA,NA,408,6.011267174,408,6.011267174,87,"look","fruits",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",9,0.745753039,139,1.455010889,205,5.323009979,586,6.37331979,452,6.11368218,452,6.11368218,104,"différent","oranges",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",6,-0.355183841,25,-1.07710355,1322,7.18690102,1322,7.18690102,392,5.97126184,392,5.97126184,88,"étudié","statue",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,13,-1.343641912,285,5.65248918,285,5.65248918,221,5.398162702,221,5.398162702,94,"temps","secret",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",10,1.112731999,88,0.322222851,285,5.65248918,285,5.65248918,234,5.455321115,234,5.455321115,97,"historical","mammoth",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",6,-0.355183841,67,-0.144219283,NA,NA,NA,NA,216,5.375278408,216,5.375278408,93,"forest","reptile",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",9,0.745753039,160,1.921453022,201,5.303304908,201,5.303304908,224,5.411646052,224,5.411646052,79,"extremely","missile",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",8,0.378774079,156,1.832606901,248,5.513428746,248,5.513428746,195,5.272999559,195,5.272999559,98,"décision","wedding",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",11,1.47971096,146,1.6104916,200,5.298317367,200,5.298317367,285,5.65248918,285,5.65248918,79,"uncertainty","witness",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",9,0.745753039,21,-1.16594967,574,6.352629396,574,6.352629396,207,5.332718793,207,5.332718793,100,"priorités","empire",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,111,0.833088044,NA,NA,NA,NA,226,5.420534999,226,5.420534999,99,"good","guide",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",8,0.378774079,98,0.544338152,430,6.063785209,430,6.063785209,218,5.384495063,218,5.384495063,75,"valuable","altar",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",11,1.47971096,54,-0.432969175,1731,7.456454555,1731,7.456454555,218,5.384495063,218,5.384495063,90,"dommageable","police",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",3,-1.456120722,23,-1.12152661,212,5.356586275,212,5.356586275,235,5.459585514,235,5.459585514,76,"feu","prison",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",6,-0.355183841,86,0.27779979,168,5.123963979,281,5.638354669,NA,NA,NA,NA,96,"prises","lion",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",6,-0.355183841,95,0.477703562,211,5.351858133,211,5.351858133,218,5.384495063,218,5.384495063,93,"window","rainbow",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",12,1.84668992,43,-0.677296007,342,5.834810737,342,5.834810737,199,5.293304825,199,5.293304825,85,"dinner party","phone",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Noncognate",4,-1.089141762,133,1.321741708,121,4.795790546,121,4.795790546,273,5.609471795,273,5.609471795,81,"side","package",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",5,-0.722162802,69,-0.099796223,209,5.342334252,209,5.342334252,NA,NA,NA,NA,77,"funds","machines",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",5,-0.722162802,87,0.30001132,NA,NA,NA,NA,182,5.204006687,182,5.204006687,82,"homme","pencil",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",11,1.47971096,41,-0.721719067,275,5.616771098,275,5.616771098,250,5.521460918,250,5.521460918,103,"interesting","microscope",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",5,-0.722162802,36,-0.832776718,547,6.304448802,1436,7.26961675,242,5.488937726,525,6.263398263,84,"conçu","village",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Cognate",6,-0.355183841,19,-1.210372731,194,5.267858159,400,5.991464547,270,5.598421959,270,5.598421959,92,"maison","costume",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",9,0.745753039,38,-0.788353657,214,5.365976015,554,6.317164687,253,5.533389489,379,5.937536205,76,"dangereux","bridge",14,1.72771029001208
1,"English",40,0.477242119,"Nonswitch","Cognate",4,-1.089141762,107,0.744241924,NA,NA,NA,NA,NA,NA,NA,NA,101,"good","bible",14,1.72771029001208
1,"English",40,0.477242119,"Switch","Noncognate",10,1.112731999,18,-1.232584261,208,5.33753808,758,6.630683386,262,5.568344504,799,6.683360946,100,"bien connu","prayer",14,1.72771029001208
